2209	0.5	434.66
2255	0.5	446.35
4749	0.5	1371.4
2580	0.5	554.87
2188	0.5	427.87
2258	0.5	446.97
4635	0.5	1314.9
4228	0.5	1162.6
2585	0.5	555.89
2586	0.5	556.27
5215	0.5	1501.5
2443	0.5	508.6
759	0.5	166.34
2421	0.5	501.06
2339	0.5	471.76
3292	0.5	833.02
3017	0.5	724.23
6	0.15	51.286
2259	0.5	447.19
6013	0.5	1906.1
2584	0.5	555.64
2252	0.5	445.94
2578	0.5	553.86
426	0.5	121.15
2341	0.5	473.06
6058	0.5	1929.1
5408	0.5	1601
3486	0.5	910.55
2186	0.5	427.33
4214	0.5	1155.8
5473	0.5	1633.6
1507	0.5	270.05
642	0.5	146.94
3234	0.5	812.6
2349	0.5	475.2
2666	0.5	585.03
4357	0.5	1208.9
726	0.5	159.95
2440	0.5	505.93
3611	0.5	958.29
2587	0.5	556.41
3612	0.5	958.3
2238	0.5	443.22
2232	0.5	442.24
4218	0.5	1157.7
6068	0.5	1933.7
2226	0.5	439.6
4138	0.5	1125.7
4157	0.5	1134.5
2272	0.5	450.79
2731	0.5	608.76
2619	0.5	568.38
579	0.5	137.83
405	0.5	118.08
4500	0.5	1263
613	0.5	142.42
2195	0.5	430.18
5535	0.5	1666.7
2376	0.5	484.7
394	0.5	116.74
2314	0.5	463.52
2581	0.5	554.88
5988	0.5	1894.6
1541	0.5	276.86
2211	0.5	435.28
6069	0.5	1933.9
4541	0.5	1277.7
3444	0.5	893.87
4663	0.5	1327.8
3359	0.5	858.87
1505	0.5	269.96
3421	0.5	884.91
2184	0.5	426.91
3511	0.5	919.51
3433	0.5	889.57
741	0.5	162.58
2583	0.5	555.44
5099	0.5	1450.3
5219	0.5	1503.1
3522	0.5	923.02
3325	0.5	845.2
3072	0.5	747.71
5583	0.5	1690.6
678	0.5	152.39
62	0.15	69.792
2366	0.5	480.62
3120	0.5	768.68
5627	0.5	1713
91	0.10203	84.594
2702	0.5	598.55
2848	0.5	654.31
670	0.5	151.22
2480	0.5	520.59
1091	0.5	202.18
1199	0.5	216.92
3076	0.5	749.64
751	0.5	165.02
2751	0.5	616.36
2257	0.5	446.68
3392	0.5	871.34
2273	0.5	450.89
2344	0.5	473.86
1024	0.5	188
379	0.5	114.52
4009	0.5	1075.3
711	0.5	157.58
3165	0.5	785.96
3527	0.5	923.73
4568	0.5	1291.7
5101	0.5	1451
2948	0.5	696.5
131	0.05	100.27
358	0.5	112.23
464	0.5	127.85
6169	0.5	1985.8
1916	0.5	360.9
2792	0.5	633.27
3372	0.5	864.05
1609	0.5	288.49
755	0.5	165.71
1078	0.5	199.76
2698	0.5	596.89
1973	0.5	381.1
1580	0.5	283.71
1570	0.5	282.3
4308	0.5	1190.9
277	0.0851	105.39
1007	0.5	184.07
693	0.5	154.64
4234	0.5	1163.8
6074	0.5	1937.2
673	0.5	151.48
